carrier_name,route,shipment_date,delay_minutes,sla_breach_minutes,disruption_cost,total_additional_cost,cargo_value,weight_kg
CMA_CGM,Dubai-London,2024-10-20,0.0,0.0,0.0,2223.83,110317.9,8594.08
UPS,London-Singapore,2024-11-05,2880.0,0.0,0.0,1904.92,64050.01,17730.93
MSC,Singapore-Hamburg,2025-02-14,2880.0,0.0,0.0,1908.98,15083.32,17015.65
UPS,New_York-Hamburg,2025-04-01,0.0,0.0,0.0,620.99,90612.71,16950.28
Maersk,Dubai-London,2024-12-07,-393.0,0.0,0.0,2185.07,13404.66,15878.36
Kuehne_Nagel,London-Singapore,2024-10-19,-414.0,0.0,0.0,0.0,20408.61,6298.78
COSCO,Shanghai-Rotterdam,2024-11-13,-227.0,0.0,0.0,644.1,45514.11,8283.39
Kuehne_Nagel,Hong_Kong-Tokyo,2025-04-17,0.0,0.0,0.0,1132.08,11331.72,11861.97
Kuehne_Nagel,Shanghai-Rotterdam,2025-06-08,-607.0,0.0,0.0,1542.18,21004.07,6656.24
CMA_CGM,Hong_Kong-Tokyo,2025-02-07,5760.0,0.0,0.0,1267.62,5591.24,8981.33
COSCO,Singapore-Hamburg,2025-05-17,0.0,0.0,0.0,601.71,34618.22,4462.79
DHL,Mumbai-Dubai,2025-03-16,0.0,0.0,0.0,956.88,15038.96,19058.84
Maersk,New_York-Hamburg,2024-11-25,0.0,0.0,0.0,2149.26,23163.48,3294.13
CMA_CGM,Mumbai-Dubai,2025-05-30,5760.0,1440.0,600.0,2681.99,22161.17,5736.03
FedEx,Dubai-London,2025-07-06,0.0,0.0,0.0,0.0,2104.95,7209.6
COSCO,Shanghai-Los_Angeles,2025-03-04,-1084.0,0.0,0.0,999.66,17645.01,14432.45
FedEx,Singapore-Hamburg,2025-01-02,-1239.0,0.0,0.0,0.0,23020.31,17955.59
UPS,Singapore-Hamburg,2024-10-12,0.0,0.0,0.0,0.0,43242.7,8182.89
Kuehne_Nagel,Rotterdam-New_York,2024-11-14,-626.0,0.0,0.0,443.26,35367.4,12640.9
MSC,London-Singapore,2024-12-31,0.0,0.0,0.0,699.25,76684.78,17332.67
COSCO,Rotterdam-New_York,2025-03-02,1440.0,0.0,0.0,460.69,67019.18,15238.41
DHL,Los_Angeles-Tokyo,2025-04-06,0.0,0.0,0.0,0.0,26957.94,11681.92
FedEx,Los_Angeles-Tokyo,2025-01-24,1440.0,0.0,0.0,464.21,5425.55,2517.25
CMA_CGM,Singapore-Hamburg,2025-06-23,-1296.0,0.0,0.0,436.61,17159.65,12572.27
COSCO,Dubai-London,2025-05-18,5760.0,0.0,0.0,1892.48,4614.07,926.69
COSCO,Hong_Kong-Tokyo,2024-12-04,1440.0,0.0,0.0,467.27,42516.38,19636.9
MSC,New_York-Hamburg,2025-06-09,4320.0,0.0,0.0,0.0,8361.6,12315.8
MSC,Hong_Kong-Tokyo,2025-07-15,2880.0,0.0,0.0,0.0,70062.46,11268.87
CMA_CGM,Mumbai-Dubai,2025-02-21,0.0,0.0,0.0,0.0,17699.05,4320.4
MSC,Shanghai-Rotterdam,2025-07-27,-1289.0,0.0,0.0,905.04,59359.23,5106.05
FedEx,Rotterdam-New_York,2025-06-24,5760.0,0.0,0.0,0.0,61609.35,17393.39
CMA_CGM,Dubai-London,2025-08-03,0.0,0.0,0.0,0.0,59421.39,16257.15
Kuehne_Nagel,Mumbai-Dubai,2025-06-16,0.0,0.0,0.0,548.77,10384.42,13762.98
CMA_CGM,Dubai-London,2025-06-11,-272.0,0.0,0.0,1133.08,35501.33,2265.43
UPS,Hong_Kong-Tokyo,2024-11-02,2880.0,0.0,0.0,604.96,21057.73,3383.49
DHL,Singapore-Hamburg,2025-07-28,5760.0,0.0,0.0,373.0,20194.58,15139.79
COSCO,Rotterdam-New_York,2025-03-28,0.0,0.0,0.0,1066.51,10507.41,17583.83
UPS,Shanghai-Los_Angeles,2025-08-30,0.0,0.0,0.0,0.0,21401.31,5693.98
DHL,Singapore-Hamburg,2025-08-12,0.0,0.0,0.0,0.0,39469.81,8646.23
CMA_CGM,London-Singapore,2025-06-08,-756.0,0.0,0.0,0.0,56273.2,3303.4
COSCO,New_York-Hamburg,2025-02-24,0.0,0.0,0.0,0.0,15734.46,1306.17
MSC,Shanghai-Los_Angeles,2025-01-13,0.0,0.0,0.0,0.0,12037.12,16787.66
DHL,Los_Angeles-Tokyo,2025-06-01,-1283.0,0.0,0.0,0.0,9637.77,18269.67
CMA_CGM,Hong_Kong-Tokyo,2025-06-09,4320.0,0.0,0.0,507.92,30187.15,174.01
CMA_CGM,Dubai-London,2025-03-20,0.0,0.0,0.0,423.87,13320.95,7612.18
UPS,Hong_Kong-Tokyo,2025-02-18,0.0,0.0,0.0,0.0,6882.01,7717.12
UPS,Shanghai-Rotterdam,2024-10-03,-708.0,0.0,0.0,0.0,19895.5,9004.17
MSC,Los_Angeles-Tokyo,2024-11-14,2880.0,0.0,0.0,873.63,32297.52,13378.61
Kuehne_Nagel,Rotterdam-New_York,2024-11-13,4320.0,1440.0,600.0,1311.08,28892.94,11152.45
Maersk,Mumbai-Dubai,2024-10-31,0.0,0.0,0.0,1315.01,27781.39,19676.8
FedEx,Dubai-London,2024-11-15,2880.0,0.0,0.0,2601.27,73482.72,1840.61
Maersk,Los_Angeles-Tokyo,2025-04-06,0.0,0.0,0.0,0.0,388.68,457.78
Maersk,Dubai-London,2025-06-05,2880.0,0.0,0.0,814.08,21165.41,4873.53
COSCO,Singapore-Hamburg,2025-06-15,0.0,0.0,0.0,2592.75,9114.63,7189.46
Kuehne_Nagel,Hong_Kong-Tokyo,2025-09-16,0.0,0.0,0.0,2056.06,12074.7,9888.29
COSCO,Dubai-London,2025-04-14,0.0,0.0,0.0,598.68,24140.63,17696.63
MSC,Hong_Kong-Tokyo,2024-12-25,-1065.0,0.0,0.0,2268.71,25920.35,10500.77
COSCO,New_York-Hamburg,2024-10-07,0.0,0.0,0.0,1680.47,6409.03,9210.25
DHL,Singapore-Hamburg,2025-05-14,0.0,0.0,0.0,856.48,5685.76,19126.52
MSC,Rotterdam-New_York,2025-05-09,0.0,0.0,0.0,0.0,13540.34,16667.36
MSC,Rotterdam-New_York,2025-05-09,0.0,0.0,0.0,1711.7,11389.15,14544.99
CMA_CGM,New_York-Hamburg,2025-04-03,5760.0,1440.0,600.0,600.0,9244.33,5027.23
CMA_CGM,Shanghai-Rotterdam,2025-01-13,1440.0,0.0,0.0,1086.09,42923.92,6060.66
CMA_CGM,London-Singapore,2025-06-25,1440.0,0.0,0.0,0.0,5438.23,16018.37
FedEx,Dubai-London,2025-07-15,2880.0,0.0,0.0,449.25,162491.93,2143.38
DHL,Mumbai-Dubai,2024-11-04,0.0,0.0,0.0,308.91,78658.59,8951.6
DHL,London-Singapore,2025-08-03,4320.0,0.0,0.0,0.0,11719.62,7740.37
CMA_CGM,Mumbai-Dubai,2025-05-17,0.0,0.0,0.0,208.97,21369.09,556.68
Maersk,Singapore-Hamburg,2024-12-08,1440.0,0.0,0.0,1155.41,35955.41,3173.81
FedEx,New_York-Hamburg,2025-02-25,2880.0,0.0,0.0,192.69,32641.64,15288.09
Maersk,Dubai-London,2025-04-05,1440.0,0.0,0.0,92.74,31781.45,1865.15
UPS,Shanghai-Los_Angeles,2025-06-06,0.0,0.0,0.0,1316.02,8283.6,4029.13
DHL,Rotterdam-New_York,2025-06-28,1440.0,0.0,0.0,483.87,6127.95,18689.95
DHL,Hong_Kong-Tokyo,2025-03-16,-620.0,0.0,0.0,140.84,40086.85,9243.91
Maersk,Los_Angeles-Tokyo,2025-01-22,-682.0,0.0,0.0,753.8,9653.51,18705.94
FedEx,Shanghai-Rotterdam,2025-05-08,0.0,0.0,0.0,0.0,85518.88,19268.61
DHL,New_York-Hamburg,2024-11-16,1440.0,0.0,0.0,695.52,35344.01,12125.75
Maersk,Shanghai-Los_Angeles,2024-11-06,-672.0,0.0,0.0,1868.36,41265.0,6216.87
MSC,Rotterdam-New_York,2025-02-02,1440.0,0.0,0.0,1232.93,4319.82,6787.53
MSC,London-Singapore,2024-10-23,0.0,0.0,0.0,2360.17,18367.18,16646.83
COSCO,Dubai-London,2025-07-03,1440.0,0.0,0.0,982.34,19610.94,5269.41
FedEx,Shanghai-Rotterdam,2025-09-16,0.0,0.0,0.0,0.0,46689.1,9789.13
Maersk,Shanghai-Los_Angeles,2025-08-29,2880.0,0.0,0.0,1359.47,30118.43,13789.85
COSCO,Hong_Kong-Tokyo,2025-08-03,0.0,0.0,0.0,877.66,97221.47,15261.63
MSC,Rotterdam-New_York,2025-04-25,0.0,0.0,0.0,0.0,8343.45,935.4
FedEx,Rotterdam-New_York,2024-12-09,2880.0,0.0,0.0,0.0,8543.3,3502.44
Kuehne_Nagel,Rotterdam-New_York,2025-03-05,0.0,0.0,0.0,1664.12,12001.06,6748.19
COSCO,New_York-Hamburg,2025-08-10,0.0,0.0,0.0,1125.77,4261.26,7471.85
Kuehne_Nagel,London-Singapore,2025-06-28,0.0,0.0,0.0,1096.72,11557.62,4454.91
CMA_CGM,Hong_Kong-Tokyo,2024-10-06,0.0,0.0,0.0,931.13,55791.96,16305.27
FedEx,Los_Angeles-Tokyo,2025-02-28,1440.0,0.0,0.0,647.95,123509.6,16221.29
UPS,London-Singapore,2025-05-02,4320.0,0.0,0.0,562.14,39559.21,3657.65
CMA_CGM,Mumbai-Dubai,2025-08-12,-1120.0,0.0,0.0,2040.61,41461.59,12764.6
COSCO,Shanghai-Los_Angeles,2025-04-25,-1235.0,0.0,0.0,552.67,22449.6,16338.77
Maersk,London-Singapore,2025-07-30,0.0,0.0,0.0,1672.42,4961.3,5371.17
CMA_CGM,New_York-Hamburg,2025-08-10,1440.0,0.0,0.0,952.97,16947.1,5656.99
CMA_CGM,Shanghai-Rotterdam,2025-04-22,1440.0,0.0,0.0,815.41,4294.65,18024.83
COSCO,Rotterdam-New_York,2025-04-06,4320.0,0.0,0.0,160.02,56345.45,8658.57
Maersk,Los_Angeles-Tokyo,2024-10-23,0.0,0.0,0.0,1139.73,52531.27,182.68
Maersk,Rotterdam-New_York,2025-04-18,2880.0,0.0,0.0,0.0,63870.82,15169.85
MSC,Rotterdam-New_York,2025-08-20,1440.0,0.0,0.0,552.08,24459.38,15559.59
UPS,Dubai-London,2025-05-14,1440.0,0.0,0.0,1729.75,158163.05,17954.54
Maersk,Los_Angeles-Tokyo,2025-04-26,1440.0,0.0,0.0,1321.25,23488.38,494.42
DHL,Shanghai-Rotterdam,2025-07-03,10080.0,2880.0,2400.0,3000.83,18178.58,1014.05
DHL,Rotterdam-New_York,2025-08-13,0.0,0.0,0.0,521.91,157072.16,16357.13
UPS,London-Singapore,2025-08-01,0.0,0.0,0.0,3951.16,37737.45,16669.43
FedEx,Mumbai-Dubai,2025-06-09,1440.0,0.0,0.0,694.63,6467.86,3551.29
COSCO,Dubai-London,2024-11-16,2880.0,0.0,0.0,226.32,27322.38,1942.62
FedEx,London-Singapore,2025-07-18,0.0,0.0,0.0,642.62,19143.85,11473.9
DHL,Shanghai-Los_Angeles,2025-07-18,-391.0,0.0,0.0,1894.3,124236.12,1912.16
Maersk,Los_Angeles-Tokyo,2024-12-18,0.0,0.0,0.0,1167.67,26416.23,17895.78
UPS,Los_Angeles-Tokyo,2025-06-11,1440.0,0.0,0.0,572.76,47635.02,660.22
FedEx,Mumbai-Dubai,2025-09-12,5760.0,2880.0,2400.0,3266.6,34753.72,7556.88
FedEx,London-Singapore,2024-11-13,-1256.0,0.0,0.0,2308.37,439732.71,13446.17
Kuehne_Nagel,Shanghai-Rotterdam,2024-12-08,0.0,0.0,0.0,1141.71,25704.79,3632.48
COSCO,Singapore-Hamburg,2025-08-29,0.0,0.0,0.0,0.0,48545.56,9054.69
CMA_CGM,New_York-Hamburg,2025-05-19,0.0,0.0,0.0,985.04,76065.29,10188.18
DHL,Dubai-London,2025-06-25,1440.0,0.0,0.0,0.0,20986.93,17942.24
Maersk,Rotterdam-New_York,2024-12-07,-594.0,0.0,0.0,0.0,2754.48,6277.94
UPS,Dubai-London,2024-10-01,4320.0,0.0,0.0,2347.87,16500.48,19263.97
FedEx,Rotterdam-New_York,2025-05-02,1440.0,0.0,0.0,376.8,3748.89,7204.82
COSCO,Dubai-London,2025-03-21,10080.0,4320.0,7200.0,8369.48,21224.61,3980.9
CMA_CGM,Rotterdam-New_York,2025-08-05,0.0,0.0,0.0,839.96,25365.19,7435.12
DHL,Los_Angeles-Tokyo,2025-01-29,1440.0,0.0,0.0,1181.46,13591.16,19195.01
DHL,Mumbai-Dubai,2024-11-15,4320.0,0.0,0.0,1470.33,33639.28,14087.89
COSCO,Los_Angeles-Tokyo,2024-10-14,0.0,0.0,0.0,311.36,14300.88,4113.1
Kuehne_Nagel,Shanghai-Los_Angeles,2024-11-18,-809.0,0.0,0.0,279.98,16756.96,1596.28
UPS,New_York-Hamburg,2025-05-10,5760.0,2880.0,1200.0,1200.0,64175.38,17913.17
FedEx,Rotterdam-New_York,2024-12-18,2880.0,0.0,0.0,0.0,10043.05,17762.29
UPS,Los_Angeles-Tokyo,2025-06-09,-345.0,0.0,0.0,0.0,25939.9,12188.03
COSCO,Dubai-London,2024-11-30,1440.0,0.0,0.0,1907.26,14752.55,19343.48
COSCO,Rotterdam-New_York,2024-11-02,1440.0,0.0,0.0,313.42,7671.54,2914.52
UPS,Shanghai-Los_Angeles,2025-05-05,1440.0,0.0,0.0,190.51,71315.43,8858.71
MSC,Dubai-London,2025-01-06,-149.0,0.0,0.0,505.6,19271.39,10763.93
CMA_CGM,London-Singapore,2025-08-25,0.0,0.0,0.0,555.03,15097.79,9029.46
DHL,Shanghai-Los_Angeles,2025-07-18,1440.0,0.0,0.0,1231.25,6820.01,7157.09
MSC,Los_Angeles-Tokyo,2024-10-12,8640.0,5760.0,2400.0,2400.0,17043.4,15249.77
Maersk,Rotterdam-New_York,2024-10-31,0.0,0.0,0.0,1080.13,17703.05,2936.24
DHL,Los_Angeles-Tokyo,2024-11-16,0.0,0.0,0.0,1089.4,24303.62,11176.65
DHL,London-Singapore,2025-04-13,0.0,0.0,0.0,77.9,74002.91,9487.86
CMA_CGM,Shanghai-Los_Angeles,2025-01-22,-968.0,0.0,0.0,1178.55,20193.62,6293.55
Maersk,Shanghai-Rotterdam,2025-02-17,0.0,0.0,0.0,0.0,23982.04,10293.62
FedEx,Shanghai-Rotterdam,2025-04-28,2880.0,0.0,0.0,2206.42,19759.68,1554.17
Maersk,Hong_Kong-Tokyo,2024-12-04,1440.0,0.0,0.0,0.0,22598.58,5258.13
FedEx,Singapore-Hamburg,2025-03-12,1440.0,0.0,0.0,1006.75,11526.58,17177.49
Kuehne_Nagel,Mumbai-Dubai,2025-06-11,1440.0,0.0,0.0,120.92,59791.99,4874.51
Kuehne_Nagel,Hong_Kong-Tokyo,2024-09-29,2880.0,0.0,0.0,0.0,19078.16,6504.54
Maersk,New_York-Hamburg,2025-01-03,1440.0,0.0,0.0,1847.05,116114.04,13269.02
UPS,Dubai-London,2025-01-23,-87.0,0.0,0.0,0.0,7045.36,9394.17
COSCO,New_York-Hamburg,2024-10-16,2880.0,0.0,0.0,227.91,29920.67,19143.48
Maersk,London-Singapore,2025-04-18,-166.0,0.0,0.0,809.75,125332.03,2944.42
MSC,Mumbai-Dubai,2025-09-15,10080.0,5760.0,9600.0,9600.0,54564.98,6226.38
MSC,New_York-Hamburg,2025-07-30,0.0,0.0,0.0,310.11,4093.38,18355.56
CMA_CGM,Singapore-Hamburg,2025-01-20,2880.0,0.0,0.0,0.0,113510.11,10075.08
COSCO,Shanghai-Los_Angeles,2025-06-11,4320.0,0.0,0.0,1334.96,4372.3,16928.68
COSCO,Mumbai-Dubai,2025-04-24,1440.0,0.0,0.0,2242.31,100554.03,4559.3
FedEx,Dubai-London,2025-03-20,0.0,0.0,0.0,278.56,10711.96,1396.2
DHL,London-Singapore,2024-11-22,-1271.0,0.0,0.0,1861.13,17965.35,8989.66
CMA_CGM,Dubai-London,2025-05-11,7200.0,2880.0,1200.0,1594.28,741.97,11325.93
MSC,Dubai-London,2025-04-07,1440.0,0.0,0.0,0.0,35102.79,3585.81
MSC,Shanghai-Los_Angeles,2025-06-25,0.0,0.0,0.0,957.58,8934.73,1274.06
Kuehne_Nagel,Hong_Kong-Tokyo,2025-01-28,4320.0,0.0,0.0,771.71,86577.94,7143.86
FedEx,New_York-Hamburg,2025-04-19,0.0,0.0,0.0,0.0,8629.51,19912.67
MSC,Singapore-Hamburg,2025-09-17,1440.0,0.0,0.0,1158.9,60846.89,8653.9
MSC,Rotterdam-New_York,2025-02-12,-1056.0,0.0,0.0,0.0,30641.51,13959.26
FedEx,Rotterdam-New_York,2025-05-22,-1246.0,0.0,0.0,0.0,48158.82,2599.3
MSC,London-Singapore,2025-04-26,1440.0,0.0,0.0,0.0,578661.41,17216.96
DHL,Shanghai-Rotterdam,2025-04-15,1440.0,0.0,0.0,2013.58,26837.39,4786.64
UPS,Mumbai-Dubai,2024-12-19,2880.0,0.0,0.0,1327.69,35835.38,13411.76
CMA_CGM,Rotterdam-New_York,2025-06-23,4320.0,1440.0,600.0,600.0,14820.32,14795.13
DHL,Shanghai-Los_Angeles,2024-11-06,5760.0,1440.0,1200.0,1200.0,9583.67,5385.75
DHL,Shanghai-Rotterdam,2025-06-13,0.0,0.0,0.0,1030.03,11321.21,13609.28
UPS,Mumbai-Dubai,2025-08-13,0.0,0.0,0.0,629.66,7485.84,9129.33
Kuehne_Nagel,Hong_Kong-Tokyo,2024-10-16,5760.0,1440.0,1200.0,1534.49,24023.87,4197.61
COSCO,Hong_Kong-Tokyo,2024-12-30,-1292.0,0.0,0.0,380.47,28636.12,3825.36
CMA_CGM,London-Singapore,2024-10-13,2880.0,0.0,0.0,1167.91,20862.28,16656.09
Kuehne_Nagel,Singapore-Hamburg,2024-12-11,1440.0,0.0,0.0,2187.84,11652.17,12878.07
Kuehne_Nagel,Hong_Kong-Tokyo,2024-11-23,2880.0,0.0,0.0,2890.46,4745.14,2811.08
DHL,Mumbai-Dubai,2025-01-23,10080.0,4320.0,1800.0,1800.0,64868.73,9801.62
MSC,Shanghai-Rotterdam,2025-08-27,0.0,0.0,0.0,742.48,23576.55,10179.16
Kuehne_Nagel,Shanghai-Rotterdam,2025-08-18,-727.0,0.0,0.0,0.0,28206.16,16317.36
UPS,London-Singapore,2024-12-21,-1374.0,0.0,0.0,97.02,30762.73,13528.9
COSCO,London-Singapore,2024-11-20,4320.0,0.0,0.0,500.23,7819.96,6814.05
CMA_CGM,Los_Angeles-Tokyo,2025-05-20,1440.0,0.0,0.0,856.81,9802.98,9437.49
Maersk,Hong_Kong-Tokyo,2025-05-01,-1434.0,0.0,0.0,0.0,18369.0,18965.69
FedEx,Dubai-London,2024-12-21,1440.0,0.0,0.0,90.22,53329.92,6062.12
MSC,Shanghai-Rotterdam,2025-05-16,0.0,0.0,0.0,1720.72,82999.79,7682.88
UPS,Rotterdam-New_York,2025-02-15,0.0,0.0,0.0,709.88,13408.08,1423.12
FedEx,Los_Angeles-Tokyo,2025-01-14,0.0,0.0,0.0,210.89,108098.25,12208.84
COSCO,Dubai-London,2024-11-17,0.0,0.0,0.0,1162.76,63431.63,16489.71
COSCO,London-Singapore,2025-07-09,-1135.0,0.0,0.0,233.04,32810.3,13243.64
Maersk,Shanghai-Los_Angeles,2025-05-28,0.0,0.0,0.0,0.0,31167.98,7544.17
Kuehne_Nagel,Rotterdam-New_York,2025-03-11,1440.0,0.0,0.0,901.16,86634.5,18586.13
DHL,Shanghai-Los_Angeles,2024-10-27,4320.0,0.0,0.0,346.36,37656.16,16685.08
DHL,Hong_Kong-Tokyo,2025-04-30,1440.0,0.0,0.0,393.01,15050.7,15017.44
CMA_CGM,Shanghai-Los_Angeles,2025-01-06,5760.0,1440.0,2400.0,2969.13,4785.57,8187.2
UPS,New_York-Hamburg,2025-01-08,0.0,0.0,0.0,0.0,25017.29,12869.3
UPS,Dubai-London,2025-02-24,0.0,0.0,0.0,1080.84,50027.18,5227.68
Kuehne_Nagel,London-Singapore,2025-06-08,-1174.0,0.0,0.0,257.72,24970.34,16321.75
COSCO,Singapore-Hamburg,2025-09-14,7200.0,4320.0,5400.0,6148.13,52431.41,5917.61
CMA_CGM,New_York-Hamburg,2024-12-01,-994.0,0.0,0.0,1578.51,31110.75,12168.43
Kuehne_Nagel,Dubai-London,2025-03-03,0.0,0.0,0.0,0.0,10580.02,4279.5
FedEx,Shanghai-Los_Angeles,2025-03-25,0.0,0.0,0.0,1988.67,9914.24,3698.88
DHL,Rotterdam-New_York,2024-10-31,8640.0,4320.0,5400.0,5946.56,4763.27,14901.31
DHL,Dubai-London,2025-01-05,-1246.0,0.0,0.0,643.0,16657.42,7046.63
COSCO,Shanghai-Los_Angeles,2025-06-18,1440.0,0.0,0.0,0.0,18365.14,8492.59
UPS,Mumbai-Dubai,2025-03-13,1440.0,0.0,0.0,471.13,36451.0,328.48
COSCO,Shanghai-Rotterdam,2025-09-29,0.0,0.0,0.0,1803.11,20891.25,7131.44
Kuehne_Nagel,Shanghai-Los_Angeles,2025-06-25,-1074.0,0.0,0.0,651.93,57990.68,11836.18
UPS,Mumbai-Dubai,2024-11-23,-248.0,0.0,0.0,0.0,11346.95,6017.71
CMA_CGM,Singapore-Hamburg,2025-04-25,5760.0,0.0,0.0,1455.35,24018.32,8759.59
Kuehne_Nagel,Shanghai-Rotterdam,2024-12-17,1440.0,0.0,0.0,65.46,19614.23,8333.75
Maersk,Rotterdam-New_York,2024-10-26,0.0,0.0,0.0,0.0,38735.41,5289.68
FedEx,Rotterdam-New_York,2025-05-31,0.0,0.0,0.0,1063.84,56159.55,10348.39
MSC,Dubai-London,2025-07-10,5760.0,1440.0,1200.0,3783.25,65138.84,17042.31
Maersk,Los_Angeles-Tokyo,2025-01-11,1440.0,0.0,0.0,960.6,39599.53,13673.85
Kuehne_Nagel,Singapore-Hamburg,2025-06-01,5760.0,0.0,0.0,906.37,5327.59,2538.37
Maersk,Los_Angeles-Tokyo,2025-06-26,0.0,0.0,0.0,1165.48,25752.74,19774.3
UPS,Shanghai-Rotterdam,2025-06-06,5760.0,0.0,0.0,0.0,28607.34,12222.84
UPS,Hong_Kong-Tokyo,2024-12-12,1440.0,0.0,0.0,510.44,49538.18,16061.02
UPS,Dubai-London,2025-07-03,0.0,0.0,0.0,1108.45,27221.71,9575.87
Maersk,London-Singapore,2025-02-20,0.0,0.0,0.0,0.0,16017.95,3750.9
COSCO,London-Singapore,2025-05-05,4320.0,0.0,0.0,2535.82,55621.61,15451.39
FedEx,Rotterdam-New_York,2025-06-11,1440.0,0.0,0.0,1215.68,2731.94,10539.21
COSCO,New_York-Hamburg,2025-06-07,1440.0,0.0,0.0,295.62,27995.93,12756.47
UPS,Dubai-London,2025-08-13,2880.0,0.0,0.0,2001.52,65899.8,13411.16
Kuehne_Nagel,Hong_Kong-Tokyo,2025-04-15,0.0,0.0,0.0,486.76,7984.77,18532.97
Kuehne_Nagel,Rotterdam-New_York,2025-05-21,7200.0,4320.0,1800.0,3442.51,20311.1,2415.49
DHL,Rotterdam-New_York,2024-12-01,0.0,0.0,0.0,503.2,117616.01,7081.05
COSCO,Rotterdam-New_York,2025-03-10,10080.0,4320.0,7200.0,7887.74,196800.76,6769.92
FedEx,London-Singapore,2025-08-14,2880.0,0.0,0.0,691.37,10560.49,2724.2
Kuehne_Nagel,Rotterdam-New_York,2024-11-27,5760.0,2880.0,1200.0,2148.88,7081.07,14546.71
DHL,New_York-Hamburg,2025-01-29,4320.0,0.0,0.0,2609.01,29177.82,14236.75
FedEx,Hong_Kong-Tokyo,2025-07-31,0.0,0.0,0.0,0.0,15478.51,2371.53
UPS,Mumbai-Dubai,2025-03-16,4320.0,1440.0,2400.0,2839.04,42674.44,9123.92
COSCO,Dubai-London,2025-02-23,0.0,0.0,0.0,537.95,4328.75,8595.04
MSC,Rotterdam-New_York,2024-10-09,0.0,0.0,0.0,1074.51,52426.62,19265.95
CMA_CGM,Singapore-Hamburg,2025-05-21,1440.0,0.0,0.0,0.0,148959.22,12022.99
UPS,Singapore-Hamburg,2025-01-03,11520.0,7200.0,3000.0,3000.0,25272.35,1993.84
Kuehne_Nagel,London-Singapore,2024-10-29,2880.0,0.0,0.0,0.0,12529.25,11658.53
Maersk,Los_Angeles-Tokyo,2025-01-11,0.0,0.0,0.0,412.19,11060.87,7992.16
MSC,Los_Angeles-Tokyo,2024-11-16,5760.0,2880.0,1200.0,1200.0,7329.35,13828.68
Maersk,Mumbai-Dubai,2025-04-23,2880.0,0.0,0.0,1217.9,22697.24,3997.55
FedEx,London-Singapore,2024-11-10,5760.0,2880.0,4800.0,5293.44,13235.48,11176.78
Maersk,Los_Angeles-Tokyo,2025-06-21,2880.0,0.0,0.0,1268.72,9790.05,16112.88
MSC,Singapore-Hamburg,2025-04-29,0.0,0.0,0.0,1473.17,27653.08,1752.26
MSC,Shanghai-Rotterdam,2025-03-05,1440.0,0.0,0.0,939.44,66279.15,5052.58
UPS,Hong_Kong-Tokyo,2024-10-24,-618.0,0.0,0.0,0.0,5717.78,18583.92
DHL,New_York-Hamburg,2025-02-03,-1107.0,0.0,0.0,0.0,31043.86,1952.23
UPS,New_York-Hamburg,2025-06-04,-504.0,0.0,0.0,1110.97,20343.91,14439.52
FedEx,Hong_Kong-Tokyo,2024-11-02,-151.0,0.0,0.0,567.59,16268.45,4679.88
Kuehne_Nagel,Mumbai-Dubai,2025-02-16,0.0,0.0,0.0,230.84,13564.55,339.59
Maersk,Shanghai-Los_Angeles,2025-09-17,0.0,0.0,0.0,0.0,16409.24,14682.63
DHL,Dubai-London,2025-02-05,-641.0,0.0,0.0,641.75,2405.77,16035.6
COSCO,Shanghai-Los_Angeles,2025-07-28,0.0,0.0,0.0,702.42,4574.27,663.14
CMA_CGM,Dubai-London,2025-01-13,0.0,0.0,0.0,0.0,6655.23,13651.49
MSC,Shanghai-Los_Angeles,2024-11-24,2880.0,0.0,0.0,884.17,9925.79,2292.31
DHL,London-Singapore,2025-09-01,1440.0,0.0,0.0,0.0,174085.41,12211.32
Kuehne_Nagel,Dubai-London,2025-08-04,0.0,0.0,0.0,1359.5,29125.61,14013.71
COSCO,Mumbai-Dubai,2024-12-25,1440.0,0.0,0.0,0.0,20617.25,2459.5
DHL,New_York-Hamburg,2025-01-13,1440.0,0.0,0.0,1239.56,18299.86,10900.29
UPS,Rotterdam-New_York,2024-10-02,2880.0,0.0,0.0,548.2,51248.01,7665.84
COSCO,Rotterdam-New_York,2024-11-06,0.0,0.0,0.0,2048.43,37978.17,13381.4
CMA_CGM,Mumbai-Dubai,2025-02-22,0.0,0.0,0.0,3152.28,8185.9,11308.79
Kuehne_Nagel,London-Singapore,2024-12-24,-231.0,0.0,0.0,561.89,50377.65,5395.59
MSC,Mumbai-Dubai,2025-02-23,11520.0,7200.0,12000.0,12161.6,10165.6,17728.09
Kuehne_Nagel,Singapore-Hamburg,2024-11-08,0.0,0.0,0.0,0.0,10293.75,4450.19
FedEx,Rotterdam-New_York,2025-07-29,-280.0,0.0,0.0,0.0,14795.98,10111.68
FedEx,Singapore-Hamburg,2025-09-23,0.0,0.0,0.0,0.0,11881.99,4702.31
DHL,Dubai-London,2024-11-15,-830.0,0.0,0.0,242.93,10023.01,12521.08
COSCO,Dubai-London,2024-12-06,-1163.0,0.0,0.0,1105.23,134409.16,9770.91
DHL,Shanghai-Rotterdam,2025-04-21,4320.0,0.0,0.0,1023.02,432607.09,4008.51
Maersk,Dubai-London,2025-07-08,-407.0,0.0,0.0,541.11,106066.42,18822.11
CMA_CGM,London-Singapore,2025-09-04,-1107.0,0.0,0.0,871.92,7434.82,14845.04
